shopper_id,seniority,found_rate,picking_speed,accepted_rate,rating
24a9efc6e67a227b2f628c576aae7641,6c90661e6d2c7579f5ce337c3391dbb9,0.869,1.43,0.92,4.88
0080fa17a1500ccd864c38ff21fcc672,6c90661e6d2c7579f5ce337c3391dbb9,0.8845,1.39,1.0,4.68
8f72e897abcf4f25705aedd89d294650,50e13ee63f086c2fe84229348bc91b5b,0.8881,1.6,0.8,4.96
5e4aa804b5fdd464d3a28cd1332110cf,6c90661e6d2c7579f5ce337c3391dbb9,0.8036,1.8,0.92,4.8
7c9e5eb05d4316694166b5fbc840998e,6c90661e6d2c7579f5ce337c3391dbb9,0.8463,1.32,0.88,4.92
64ae4b8ca6dcbbffb04072b0d24c0188,41dc7c9e385c4d2b6c1f7836973951bf,0.908,3.0,0.92,4.92
5dde1ef267d1358220c3f6a11231e540,6c90661e6d2c7579f5ce337c3391dbb9,0.8506,1.29,0.92,5.0
7df266bf188d04232030465946eb8c0d,6c90661e6d2c7579f5ce337c3391dbb9,0.8415,1.46,0.96,4.92
2d362e749a474a5b96f98f8aac003b68,6c90661e6d2c7579f5ce337c3391dbb9,0.8808,1.5,0.92,4.8
1024fe2b8f410442354cb33f9389ec62,50e13ee63f086c2fe84229348bc91b5b,0.9104,2.66,0.533333333333333,4.86
01122f350087dff8df0f858ba912898b,50e13ee63f086c2fe84229348bc91b5b,0.8518,2.6,0.56,4.72
fa8f67c860d87c2be3d398a1a96211ba,41dc7c9e385c4d2b6c1f7836973951bf,0.8635,2.43,0.96,4.96
04398154e095a0a8b96a4ba8913ae6fa,6c90661e6d2c7579f5ce337c3391dbb9,0.8642,1.45,0.88,4.84
a94050c2574a501fe7edad3af50dd93e,50e13ee63f086c2fe84229348bc91b5b,0.837,2.28,0.72,5.0
6b3a581a34b53a17bd46b469ca811f1a,50e13ee63f086c2fe84229348bc91b5b,0.8474,3.17,0.76,4.76
e89b46b7f7d218948841baae942b2858,6c90661e6d2c7579f5ce337c3391dbb9,0.8345,2.0,0.96,4.88
e75e9002d2568cf1d1c37416f8ded3e4,50e13ee63f086c2fe84229348bc91b5b,0.8756,1.38,0.84,4.92
2da99790896491435bf9172ee35ff2dd,6c90661e6d2c7579f5ce337c3391dbb9,0.8677,1.5,0.96,4.88
3515c0a5186d9f751989b48000c2f127,6c90661e6d2c7579f5ce337c3391dbb9,0.896,1.51,1.0,5.0
7ec4529affa6a3bd31e7c73c5953c9dd,6c90661e6d2c7579f5ce337c3391dbb9,0.8688,1.21,1.0,4.92
d0320fa0b0d0ecf9f6e0e48cb739d4e9,6c90661e6d2c7579f5ce337c3391dbb9,0.8884,0.78,0.92,4.96
322b90021272107dd7eb1df8db39ff4c,50e13ee63f086c2fe84229348bc91b5b,0.8172,2.74,1.0,4.64
bf5728bed3543db49446fe82ceb54b9c,6c90661e6d2c7579f5ce337c3391dbb9,0.873,1.4,1.0,4.87
80ff4147de456fb011ae87abf9907495,6c90661e6d2c7579f5ce337c3391dbb9,0.8404,1.07,0.96,4.84
d721a71974d2e8c66dc92e80a5a67cc2,6c90661e6d2c7579f5ce337c3391dbb9,0.899,0.96,0.96,4.8
919686ef8d86cca7bf2c86faa034b949,50e13ee63f086c2fe84229348bc91b5b,0.898,2.17,0.72,4.96
2a47098a177aedac61783e263e0b8650,50e13ee63f086c2fe84229348bc91b5b,0.805,3.06,0.96,4.84
a7802249c3c2686484d647b6ef780c21,6c90661e6d2c7579f5ce337c3391dbb9,0.901,1.33,0.96,4.8
64f9dd7a96da3d8ab8e6dcc30e2122ea,6c90661e6d2c7579f5ce337c3391dbb9,0.9003,1.41,1.0,4.96
54d1493564eda7523478c7a5fc408371,41dc7c9e385c4d2b6c1f7836973951bf,0.8333,2.62,0.92,4.92
287567b82e888473707397cee06ceb62,50e13ee63f086c2fe84229348bc91b5b,0.8726,3.57,1.0,4.8
4b1813a8894982a3f4a4a593efafcb0d,50e13ee63f086c2fe84229348bc91b5b,0.8338,2.48,0.68,4.76
4f64b9c4304e72752e4acdd60d783292,50e13ee63f086c2fe84229348bc91b5b,0.8401,1.36,0.8,4.44
48763ee71f3177e47217768e39ea35d3,6c90661e6d2c7579f5ce337c3391dbb9,0.8221,0.95,1.0,4.68
497f168f71f9e9020b78d540bb1ab9c3,50e13ee63f086c2fe84229348bc91b5b,0.8859,3.04,0.96,4.88
38f541e4e864d6c2513ef499409c0549,6c90661e6d2c7579f5ce337c3391dbb9,0.8818,1.11,1.0,4.92
6b1dde1c4f00f056473482104ae839b3,6c90661e6d2c7579f5ce337c3391dbb9,0.8409,1.03,0.96,4.88
d52289bdadf92231fe73edd7c34e2582,6c90661e6d2c7579f5ce337c3391dbb9,0.8643,1.12,0.96,4.92
990146ba5c2fa9cf8054b10ce2146658,50e13ee63f086c2fe84229348bc91b5b,0.8962,1.54,0.84,4.96
e592fdb1d561cad1da5d99d1462eb711,50e13ee63f086c2fe84229348bc91b5b,0.7882,2.14,0.84,4.8
f6134c5fe64d5bdeb5311d130fcb8e8e,6c90661e6d2c7579f5ce337c3391dbb9,0.8406,1.58,0.882352941176471,4.91
eb710d8f734eb1aa76cd9129d1c13b68,6c90661e6d2c7579f5ce337c3391dbb9,0.8622,1.18,0.88,4.88
150510e2d766d449916b06fb2799e3a6,6c90661e6d2c7579f5ce337c3391dbb9,0.887,1.6,0.96,4.92
894740dc90650bcb2e7b803e9f8edf1e,6c90661e6d2c7579f5ce337c3391dbb9,0.8763,1.27,0.92,4.92
c33703a3333f7958a8ee8da010913e9b,6c90661e6d2c7579f5ce337c3391dbb9,0.8457,1.43,0.96,4.92
86f4abe9b5e6280e75849d9b3cadd656,50e13ee63f086c2fe84229348bc91b5b,0.8884,1.2,0.8,4.92
d933abdec0c4af8c6f3f049485bd2a23,6c90661e6d2c7579f5ce337c3391dbb9,0.8729,1.39,0.88,4.96
d4c81c894e086603c61f7f48be96ceda,6c90661e6d2c7579f5ce337c3391dbb9,0.8616,1.29,0.96,4.96
ebd3955bacc21ec80f22cde79bc4e548,6c90661e6d2c7579f5ce337c3391dbb9,0.8482,1.0,0.92,4.92
ee3edb3d8ca56a5abed8919874745454,6c90661e6d2c7579f5ce337c3391dbb9,0.8469,1.17,0.96,4.84
19c65d34bb97c3bc8284528d4da811da,50e13ee63f086c2fe84229348bc91b5b,0.7686,2.86,0.91304347826087,4.95
41085dd435c5d266a133db5652f7bf8f,6c90661e6d2c7579f5ce337c3391dbb9,0.8712,1.68,0.92,4.6
1ea4395a04fc78df94222aa102d6fb29,6c90661e6d2c7579f5ce337c3391dbb9,0.9015,1.69,0.92,4.76
8d2d5a4b7546fbdcae4a7417f96ed062,6c90661e6d2c7579f5ce337c3391dbb9,0.9028,0.79,0.88,4.96
8bfae4677e206747e16e68d20637b5da,41dc7c9e385c4d2b6c1f7836973951bf,0.8899,2.44,0.96,5.0
2a3aea53f1b446617ddb956726850eab,6c90661e6d2c7579f5ce337c3391dbb9,0.8866,1.1,0.88,4.76
81f56deb06e4614e21e3b4e5243f1f9d,50e13ee63f086c2fe84229348bc91b5b,0.8243,2.48,0.68,4.6
a15f542369807c0e0aa85285837f32cf,50e13ee63f086c2fe84229348bc91b5b,0.8896,1.27,0.8,5.0
5a8add39a88e25f1c4f5f31d5b0af91e,6c90661e6d2c7579f5ce337c3391dbb9,0.8876,1.62,1.0,4.44
43b784a2ca2fe04dd5809236cb74d70c,50e13ee63f086c2fe84229348bc91b5b,0.8463,1.35,0.84,4.8
d8c25e07c8d7b237225ebed34c6cd0f8,41dc7c9e385c4d2b6c1f7836973951bf,0.8871,2.67,1.0,4.88
e3ed4243b1690be411e8e0bd55990bed,6c90661e6d2c7579f5ce337c3391dbb9,0.8984,1.45,0.92,4.84
14ee8307341a4f63be80b41312c163bc,6c90661e6d2c7579f5ce337c3391dbb9,0.8915,1.4,1.0,4.68
8ae23a065fca35d7c1a3a6498f3707f1,6c90661e6d2c7579f5ce337c3391dbb9,0.842,1.33,0.96,5.0
79ca5ad316c44e5731c95ce97ad73f7d,6c90661e6d2c7579f5ce337c3391dbb9,0.8349,1.35,0.88,4.68
3dbac19ca10f3d9a3432e15bf9c83717,41dc7c9e385c4d2b6c1f7836973951bf,0.8089,2.2,1.0,4.83
550dd11549c95b4e0c92d2c2de490176,41dc7c9e385c4d2b6c1f7836973951bf,0.8356,1.26,1.0,4.72
c5911a0379d35ba39067be8857f96202,6c90661e6d2c7579f5ce337c3391dbb9,0.8766,1.26,0.92,4.72
17c72ed92a09f8b450fc4074d4e9dc6f,41dc7c9e385c4d2b6c1f7836973951bf,0.8179,2.86,0.92,4.95
6bbe02e2f5304561fb61cb72b52d8e14,6c90661e6d2c7579f5ce337c3391dbb9,0.8482,1.36,0.96,4.64
964b95afaf922e66f0ee621312c1fca1,41dc7c9e385c4d2b6c1f7836973951bf,0.8325,2.38,0.88,4.92
d77238f7df3069ebf261483cde506744,6c90661e6d2c7579f5ce337c3391dbb9,0.8776,1.35,1.0,4.88
3979afaec9e66c4f35aecd083b73564a,6c90661e6d2c7579f5ce337c3391dbb9,0.8847,1.15,1.0,4.72
2434c61d9df0827eaa413d482775c53f,6c90661e6d2c7579f5ce337c3391dbb9,0.9384,1.4,0.92,4.88
961fe1b96546d3cf6ed463424998d60d,50e13ee63f086c2fe84229348bc91b5b,0.8459,1.0,0.84,4.6
d267839618a522a46b3c84a0d7db5fc8,6c90661e6d2c7579f5ce337c3391dbb9,0.8812,1.6,1.0,4.82
169a1820a33c9cb6037ef27025cbbe62,50e13ee63f086c2fe84229348bc91b5b,0.8407,1.57,0.84,4.72
30c21ae1b138ee8149ba5c88fafd5381,41dc7c9e385c4d2b6c1f7836973951bf,0.8468,1.75,0.96,4.92
6f626fc7494ef771cbd7cc5049a64867,6c90661e6d2c7579f5ce337c3391dbb9,0.8731,1.16,0.96,4.84
0bbcac8d20e6133aa278d5ac9f291afd,41dc7c9e385c4d2b6c1f7836973951bf,0.8208,1.87,0.96,5.0
02f4c483036a263f3ef11d2a2760b383,6c90661e6d2c7579f5ce337c3391dbb9,0.8553,1.5,0.92,4.84
dc00fb29a3dfff190ba0bbde2fc34ca2,41dc7c9e385c4d2b6c1f7836973951bf,0.8943,2.29,0.92,4.84
67b9c0327b00c4ba2e1f1bdb31d40c61,6c90661e6d2c7579f5ce337c3391dbb9,0.9334,1.23,1.0,4.56
7e4a2fbf2a3414e9a6e17ccec31aef1e,6c90661e6d2c7579f5ce337c3391dbb9,0.9008,1.83,0.96,5.0
a3dedb0c747991b61083f73b46fbebf1,41dc7c9e385c4d2b6c1f7836973951bf,0.839,1.36,0.96,4.64
c7938a20dd6cfc847bc57cedbc2f2bd2,6c90661e6d2c7579f5ce337c3391dbb9,0.8616,1.4,1.0,4.56
46b6ea2c1b7c1ab812870ade98d42e9a,6c90661e6d2c7579f5ce337c3391dbb9,0.8887,1.28,1.0,4.68
eafd5632bcda5e54c31313151c8e7977,6c90661e6d2c7579f5ce337c3391dbb9,0.8798,1.09,1.0,4.88
9b529a1221c249c55a98af548512fefa,6c90661e6d2c7579f5ce337c3391dbb9,0.8633,1.44,1.0,4.84
481c833b1941cf9eaec8bfe7f56cddbb,6c90661e6d2c7579f5ce337c3391dbb9,0.8389,1.57,0.96,4.52
1278659b175eca84291ccacdc970d1da,50e13ee63f086c2fe84229348bc91b5b,0.8131,3.46,0.6,4.76
af2966d5357c9a223f51d060d6284583,50e13ee63f086c2fe84229348bc91b5b,0.8776,3.33,0.76,4.88
1d370ab39a8445c8bb9eb301db428189,41dc7c9e385c4d2b6c1f7836973951bf,0.8625,2.25,0.96,4.6
9f657b19dfe81be782aa6034b85e29b9,41dc7c9e385c4d2b6c1f7836973951bf,0.8454,2.77,1.0,4.84
7f9b1b8b6c64d27dc26ea900755fe7ab,41dc7c9e385c4d2b6c1f7836973951bf,0.8368,1.91,0.96,5.0
a40029dba5fa0ffae2eded279240c142,6c90661e6d2c7579f5ce337c3391dbb9,0.8862,1.56,1.0,5.0
5eb004e8ef8f5b19b10681b56dee5e1d,6c90661e6d2c7579f5ce337c3391dbb9,0.877,1.63,1.0,4.84
a02a8302a61f0244c6acf858f507220a,6c90661e6d2c7579f5ce337c3391dbb9,0.8847,1.52,1.0,4.92
59759e1be5919ea5525526771aafe2e3,6c90661e6d2c7579f5ce337c3391dbb9,0.8406,1.59,1.0,4.72
bdee0d33bcded43d372f5f44d2e7f170,6c90661e6d2c7579f5ce337c3391dbb9,0.8612,1.3,0.96,4.8
465dbed4edd69bebef924dfd5ecee145,50e13ee63f086c2fe84229348bc91b5b,0.8413,1.87,0.68,4.92
c5bf19e23a93022a731ce5c04b38a2dc,41dc7c9e385c4d2b6c1f7836973951bf,0.826,2.83,0.92,4.88
6c29dd66263702ce6541a0e0df5bff43,50e13ee63f086c2fe84229348bc91b5b,0.7921,1.6,0.68,5.0
24370c4eba66004abdd6f958aa5f38d8,6c90661e6d2c7579f5ce337c3391dbb9,0.8539,1.38,0.88,4.76
f444bda8d9cab944d188034c06488d16,6c90661e6d2c7579f5ce337c3391dbb9,0.8716,1.68,0.88,4.88
654934138008ccf739e049782cee1818,6c90661e6d2c7579f5ce337c3391dbb9,0.8606,1.0,0.96,4.88
9833dfe563307407779e4a6831baaaa0,50e13ee63f086c2fe84229348bc91b5b,0.8571,2.17,0.6,4.96
878913056ddff1292f5a193967b10483,6c90661e6d2c7579f5ce337c3391dbb9,0.8493,1.93,1.0,5.0
98957d02eaba5a9d39102aca70efd19f,6c90661e6d2c7579f5ce337c3391dbb9,0.8361,1.91,0.96,4.96
4a3fb15117a333e573b608c768d557ee,41dc7c9e385c4d2b6c1f7836973951bf,0.8366,1.6,0.96,4.8
fb2d029fb7a4ce86713d233cfeb760f3,6c90661e6d2c7579f5ce337c3391dbb9,0.9,1.24,0.96,4.56
bd8bacce0d889a6716a9bffe4a777585,41dc7c9e385c4d2b6c1f7836973951bf,0.856,2.38,0.96,5.0
b3f8bc1dd5acd6eba40360016aebe181,6c90661e6d2c7579f5ce337c3391dbb9,0.9058,1.59,1.0,4.76
a555c318156084424727610e9e58e0c6,41dc7c9e385c4d2b6c1f7836973951bf,0.7872,2.05,0.92,4.94
7759ea0c215e71d77c499481ac1cf764,50e13ee63f086c2fe84229348bc91b5b,0.8007,2.69,0.8,4.36
8ada92ac4eab954fcd20d3b4398330ae,50e13ee63f086c2fe84229348bc91b5b,0.8687,1.64,0.76,4.8
8c89f557674aa4152246e9abca148159,50e13ee63f086c2fe84229348bc91b5b,0.8125,1.23,0.92,5.0
0734dbc192194272bf467ad65aadd877,41dc7c9e385c4d2b6c1f7836973951bf,0.8921,2.09,0.92,4.84
aadeeee9c2b0ed452b69a5819c39296a,6c90661e6d2c7579f5ce337c3391dbb9,0.864,1.23,0.88,4.96
ec23bceb3685bd34ff3f387eaf7cd72c,50e13ee63f086c2fe84229348bc91b5b,0.8014,1.7,0.6,4.88
326eb3f913af5b37b8ea479be523dbee,6c90661e6d2c7579f5ce337c3391dbb9,0.8718,1.36,1.0,4.84
362e274d254be8fae76396b8f10a7fd5,50e13ee63f086c2fe84229348bc91b5b,0.8138,1.89,0.84,4.68
8b979d295d956909b16eec6b149be33a,50e13ee63f086c2fe84229348bc91b5b,0.7429,3.7,0.681818181818182,5.0
2f9b027901fd09943d4caa27a179fc15,41dc7c9e385c4d2b6c1f7836973951bf,0.8622,2.46,0.92,4.96
c68f73acc6ca8cd74dd2057012f82ea6,6c90661e6d2c7579f5ce337c3391dbb9,0.8521,1.5,1.0,5.0
22c221aa0d63644f74b943cc6a93b686,50e13ee63f086c2fe84229348bc91b5b,0.75,2.73,0.666666666666667,
5f99eb53b95c447dcfbc7df976de1299,6c90661e6d2c7579f5ce337c3391dbb9,0.8858,1.29,0.96,4.96
91393eef73c3a35661e03ce97d9d4821,50e13ee63f086c2fe84229348bc91b5b,0.8373,3.12,0.96,4.92
d8dc7476a1bc8821b7e7bf06e508b3e0,41dc7c9e385c4d2b6c1f7836973951bf,0.8733,2.14,0.88,4.84
2f55f864391c36686d9c66271691f29f,6c90661e6d2c7579f5ce337c3391dbb9,0.8629,1.1,0.96,5.0
e88b3c7704d58f52b4598e34185cba7f,bb29b8d0d196b5db5a5350e5e3ae2b1f,,2.19,0.857142857142857,
11ffaf9b7b96ac1deea013d738d10383,50e13ee63f086c2fe84229348bc91b5b,0.8803,2.63,0.695652173913043,4.29
3f4b3105f6922161bef3dee43be21513,6c90661e6d2c7579f5ce337c3391dbb9,0.8226,1.28,1.0,4.92
1942c7d016dfa798b57180727c6ab03a,6c90661e6d2c7579f5ce337c3391dbb9,0.8908,1.54,1.0,4.92
bd21b7694cad9c6bb39502e9e984274e,6c90661e6d2c7579f5ce337c3391dbb9,0.8576,2.0,0.88,4.92
f448cdb03fbc2a306ad2724a18517bb2,6c90661e6d2c7579f5ce337c3391dbb9,0.9087,1.22,0.96,4.76
7cc410b1b991aff6a94f78df97a0d3d7,41dc7c9e385c4d2b6c1f7836973951bf,0.8814,2.12,0.92,4.88
39033227a1e7eea2838993b2c8f55bcc,50e13ee63f086c2fe84229348bc91b5b,0.8428,1.71,0.8,4.96
a2f4fb7f8275eb55f53f3a196658c79b,6c90661e6d2c7579f5ce337c3391dbb9,0.8536,1.0,0.92,4.92
175640322f30c3b208b3b4b3c4de3a68,6c90661e6d2c7579f5ce337c3391dbb9,0.8769,1.67,0.96,4.88
511bb321a077d7d3c266b5bac0fe2891,50e13ee63f086c2fe84229348bc91b5b,0.8388,3.47,0.96,4.84
3d78e74299fce0c575d7b25a19b074d0,50e13ee63f086c2fe84229348bc91b5b,0.7872,2.69,0.76,4.88
8e245b6a5d1dfedc4f6769a478afb45b,6c90661e6d2c7579f5ce337c3391dbb9,0.8885,1.22,0.88,4.72
9014517c415e33f180086c57a61959ce,41dc7c9e385c4d2b6c1f7836973951bf,0.8255,2.32,0.92,4.96
f487ce1850f76f278d8066e0e8de9d17,41dc7c9e385c4d2b6c1f7836973951bf,0.8361,1.48,0.882352941176471,4.64
91490998731e815dca466731d6252560,6c90661e6d2c7579f5ce337c3391dbb9,0.9016,1.59,0.92,4.68
8ec2ab90b3258edce428ba1746ea9697,6c90661e6d2c7579f5ce337c3391dbb9,0.8792,1.41,1.0,4.88
7a9c395d61d63ba2a68b926cc3d97492,6c90661e6d2c7579f5ce337c3391dbb9,0.8486,1.2,0.92,4.96
6256df630b636887bb8c65de083eaf7b,6c90661e6d2c7579f5ce337c3391dbb9,0.8979,1.63,1.0,4.92
ceb8d52a300186820122abfb74468783,6c90661e6d2c7579f5ce337c3391dbb9,0.8849,1.59,1.0,4.78
c5ff974959615970ae3f730d8b21ffce,50e13ee63f086c2fe84229348bc91b5b,0.8346,2.37,0.894736842105263,5.0
8dc21232395286ec4fdc191c37579442,6c90661e6d2c7579f5ce337c3391dbb9,0.8394,1.54,0.88,4.96
000e74e7a1bf4ce645b72a85fa55b889,41dc7c9e385c4d2b6c1f7836973951bf,0.8526,2.2,0.92,4.92
cd8570973b87a2add3fb7b4b542833d2,50e13ee63f086c2fe84229348bc91b5b,0.829,2.75,0.92,4.92
10c8becd40421df3c3c58b27c5cfd55f,41dc7c9e385c4d2b6c1f7836973951bf,0.7849,2.54,1.0,4.92
ca54a789a8dc54742710490e25df9844,6c90661e6d2c7579f5ce337c3391dbb9,0.8462,1.11,0.96,4.96
42176c5bf9f71882349da6311b396db5,50e13ee63f086c2fe84229348bc91b5b,0.8312,1.86,0.8,4.96
d31759c3a7a424127b86cb882bce1584,6c90661e6d2c7579f5ce337c3391dbb9,0.9001,1.17,1.0,4.8
aa0e40b15e20a9aa2a7323157d30691c,41dc7c9e385c4d2b6c1f7836973951bf,0.8917,1.61,0.96,4.76
db288a741d8dd7af77bbc49735aa4be2,50e13ee63f086c2fe84229348bc91b5b,0.7757,2.67,0.68,4.96
c1d3709d9d0a469e18d844fe28d8757c,6c90661e6d2c7579f5ce337c3391dbb9,0.8646,1.45,0.88,4.92
4841ce637d8dc96cb7a8b290cdc424aa,41dc7c9e385c4d2b6c1f7836973951bf,0.8428,2.25,1.0,4.94
450ee2754d1c9b206221ce825afaf949,50e13ee63f086c2fe84229348bc91b5b,0.8167,3.73,0.6,4.92
befa1263b822d49a0a2478a10d0be646,6c90661e6d2c7579f5ce337c3391dbb9,0.8804,1.65,1.0,4.88
c25de8890bb5ca4a17eeb4193c4d6074,6c90661e6d2c7579f5ce337c3391dbb9,0.8486,1.2,0.92,4.64
b62eb6713b83d8f9c3d5b89f3aba1a25,6c90661e6d2c7579f5ce337c3391dbb9,0.8758,1.0,0.92,4.92
27f8c0839cf02f513357d98de20003a4,6c90661e6d2c7579f5ce337c3391dbb9,0.8585,1.53,1.0,5.0
c1f7aefd7412021f8a719b03314170a7,6c90661e6d2c7579f5ce337c3391dbb9,0.845,1.09,0.92,4.92
abf267607c75ac2ab42789a81c2bc3c6,6c90661e6d2c7579f5ce337c3391dbb9,0.8757,1.82,0.96,4.88
83c100c11e895f66552ce3e5a62b0469,41dc7c9e385c4d2b6c1f7836973951bf,0.8602,2.0,0.8,4.86
84a0338219ccd51a10aa94c5be698df6,6c90661e6d2c7579f5ce337c3391dbb9,0.8637,1.75,0.96,4.88
7b6bf17748265c6301d0841b964c7ef8,50e13ee63f086c2fe84229348bc91b5b,0.7855,2.0,0.84,4.88
528e7b6028986c05e5d5b0cb36e37727,6c90661e6d2c7579f5ce337c3391dbb9,0.8876,1.93,0.96,4.68
301423279fb6d985c42ea0a9842fafa3,50e13ee63f086c2fe84229348bc91b5b,0.7973,2.5,1.0,4.68
baf6c2dc33204d0c70694102a8148aac,50e13ee63f086c2fe84229348bc91b5b,0.8125,2.49,0.777777777777778,5.0
485a71c5007078ed36cb55d230bce04d,6c90661e6d2c7579f5ce337c3391dbb9,0.8989,1.1,0.96,4.8
159957934a3126b353aac07e1b51f246,50e13ee63f086c2fe84229348bc91b5b,0.8356,2.81,0.64,4.8
15165bb765e06945f01a6bc8636f7abc,6c90661e6d2c7579f5ce337c3391dbb9,0.804,1.53,0.96,4.92
4fa160c1c68bfde946aa0bfa09a35435,50e13ee63f086c2fe84229348bc91b5b,,2.19,0.625,
74e213040c8e28f910b443b3d0ceea98,6c90661e6d2c7579f5ce337c3391dbb9,0.8864,1.24,1.0,4.92
8c8ec1fc28f8bba4debd9352e1ec081c,6c90661e6d2c7579f5ce337c3391dbb9,0.8904,0.85,0.96,4.92
40c30efe288aeea012adcbef00fcdf28,6c90661e6d2c7579f5ce337c3391dbb9,0.8836,1.14,1.0,4.92
94219ac8856a7571ad776b9a14b508e7,6c90661e6d2c7579f5ce337c3391dbb9,0.8817,1.15,0.96,4.84
3115d7ecf1636d1beacf365a6101a896,41dc7c9e385c4d2b6c1f7836973951bf,0.9063,2.14,0.92,5.0
0149b2f7fa4c98e4a1ad0be3b0333865,50e13ee63f086c2fe84229348bc91b5b,0.8793,1.0,0.8,4.88
1f656abd831dba169640d14b7c3e20ce,50e13ee63f086c2fe84229348bc91b5b,0.8476,3.71,0.84,4.94
c4429d87741c5e7cd5507d32186aa34e,6c90661e6d2c7579f5ce337c3391dbb9,0.8573,1.81,0.96,4.76
8fc8b5d4242e5ffd4e5889c5fea0a034,6c90661e6d2c7579f5ce337c3391dbb9,0.8528,1.88,0.92,4.88
8b4f8a87a660da84710f88de55174a07,41dc7c9e385c4d2b6c1f7836973951bf,0.8401,1.7,0.96,4.88
dd7d3f3c0bdab43d626e13e5d3b111f2,6c90661e6d2c7579f5ce337c3391dbb9,0.8914,1.37,0.92,4.76
0f01f29dfd2c3ce5ab3b70b6e9305ef8,50e13ee63f086c2fe84229348bc91b5b,0.8125,2.9,0.75,4.71
3fff305231b9e4bcd3f2d3c99182eea4,41dc7c9e385c4d2b6c1f7836973951bf,0.8306,1.89,0.88,4.72
de04c7c2b2dd26a306832be40c9bf911,41dc7c9e385c4d2b6c1f7836973951bf,0.8842,2.38,0.92,5.0
1456fc09701783b29f69e8f68c029879,6c90661e6d2c7579f5ce337c3391dbb9,0.9363,1.67,1.0,4.84
97abbd0434600a2b16a0614844276fa1,41dc7c9e385c4d2b6c1f7836973951bf,0.8529,2.17,0.96,5.0
8e01e5ea91980af6b9ba63f46e162bbf,6c90661e6d2c7579f5ce337c3391dbb9,0.822,1.17,0.92,4.92
d438c520e1b31cf9d610d9ca6a708320,41dc7c9e385c4d2b6c1f7836973951bf,0.8653,2.22,1.0,4.96
1a116cb3b8cdf66c7abdf6cff2cf32c3,6c90661e6d2c7579f5ce337c3391dbb9,0.8509,1.76,0.92,5.0
a62767218de3d2653e7098a840397da9,6c90661e6d2c7579f5ce337c3391dbb9,0.8523,1.26,0.96,4.92
a9352f2aa127b38a47716685c2d91b35,41dc7c9e385c4d2b6c1f7836973951bf,0.8511,2.22,1.0,4.85
46716c8c0895a132e089d5546a79e0f4,6c90661e6d2c7579f5ce337c3391dbb9,0.8632,1.27,0.92,4.96
b7c143cacdef1bd8b7c1da098ce8a7db,6c90661e6d2c7579f5ce337c3391dbb9,0.8864,1.22,0.92,4.88
c50ed53a59fba25613baac392983c8cf,6c90661e6d2c7579f5ce337c3391dbb9,0.8798,1.56,0.88,5.0
dc12a3b3f47b519eb57f089bc664fc47,6c90661e6d2c7579f5ce337c3391dbb9,0.8869,0.93,0.96,5.0
502c1ef21fec96a9e9070e9552bd8bb6,6c90661e6d2c7579f5ce337c3391dbb9,0.8868,1.94,0.954545454545455,4.94
4d9731cc963d6c512857a773936efaa9,50e13ee63f086c2fe84229348bc91b5b,0.8655,2.43,0.84,4.88
212424202ae1d61a26986a76e795f8ad,bb29b8d0d196b5db5a5350e5e3ae2b1f,,2.19,0.8,5.0
8b2cb89d01f000f9442a6cfcf9d73298,41dc7c9e385c4d2b6c1f7836973951bf,0.8325,2.11,0.96,4.92
e797911e18aeeb17474ef6661a920ea5,6c90661e6d2c7579f5ce337c3391dbb9,0.8302,1.5,0.916666666666667,4.81
861e0bec928c26b350fcde0b0b658d1d,6c90661e6d2c7579f5ce337c3391dbb9,0.8758,1.55,0.92,4.84
4dc5d3510ee0dde58dd8c876956863c8,6c90661e6d2c7579f5ce337c3391dbb9,0.8802,1.33,0.96,5.0
7b1893dfd2cac3d7c982fb2d7cbbb529,41dc7c9e385c4d2b6c1f7836973951bf,0.8781,2.2,0.92,5.0
411ab4f7a6d16ab564566f4cf86cf48e,41dc7c9e385c4d2b6c1f7836973951bf,0.8416,3.07,0.769230769230769,5.0
6b8e0b5d3d2e4540d6afc3df7cb19cb2,6c90661e6d2c7579f5ce337c3391dbb9,0.8729,1.17,1.0,4.92
7ef9e6476345069d3659dda55caddb83,41dc7c9e385c4d2b6c1f7836973951bf,0.8828,2.12,0.88,5.0
84c8e7767687bc8d55623ceb5a8f408a,41dc7c9e385c4d2b6c1f7836973951bf,0.8811,2.92,0.96,4.88
957d209fb31d983cb8a24a2463157d21,50e13ee63f086c2fe84229348bc91b5b,0.9158,2.43,0.84,4.95
4cfbf2e121a445f6957a727ad4ee8575,50e13ee63f086c2fe84229348bc91b5b,0.7848,3.63,0.84,4.92
b187fab7e97d8d705201bb54b8df505c,6c90661e6d2c7579f5ce337c3391dbb9,0.8748,0.84,0.96,4.92
dc7ce5b31c0a704eb908842a4b3c8391,6c90661e6d2c7579f5ce337c3391dbb9,0.8789,1.27,1.0,4.76
3db4373dee8734331c1a2e87d9508e02,6c90661e6d2c7579f5ce337c3391dbb9,0.831,1.77,0.92,4.75
90214892a797ae2705e8ad705d00e471,6c90661e6d2c7579f5ce337c3391dbb9,0.8779,0.88,0.92,4.8
689113ee6d86e2964cf0b7344179eb56,6c90661e6d2c7579f5ce337c3391dbb9,0.855,1.38,0.92,5.0
